HostName,MyLabor-DLLVer
OH355020POS1,18.2.5.7
OH355363POS1,18.2.5.7
OH355363POS2,18.2.5.7
OH355363POS21,18.2.5.7
OH355363POS26,18.2.5.7
CT307036POS2,18.2.5.7
CT307036POS26,18.2.5.7
CT307036POS21,18.2.5.7
CT307036POS1,18.2.5.7
NJ306610POS1,18.2.5.7
NJ306610POS26,18.2.5.7
NJ306610POS21,18.2.5.7
PA346347POS2,18.2.5.7
PA346347POS1,18.2.5.7
PA346347POS21,18.2.5.7
PA346347POS26,18.2.5.7
NJ359846POS1,18.2.5.7
DE344047POS2,18.2.5.7
DE344047POS1,18.2.5.7
OH335698POS1,18.2.5.7
OH335698POS2,18.2.5.7
OH335698POS21,18.2.5.7
OH335698POS26,18.2.5.7
NJ337949POS21,18.2.5.7
NJ337949POS26,18.2.5.7
NJ337949POS1,18.2.5.7
NJ302000POS2,18.2.5.7
NJ302000POS1,18.2.5.7
OH359737POS26,18.2.5.7
OH359737POS21,18.2.5.7
OH359737POS1,18.2.5.7
FL342958POS1,18.2.5.7
FL342958POS2,18.2.5.7
FL342958POS21,18.2.5.7
FL342958POS26,18.2.5.7
NE358523POS1,18.2.5.7
IL358724POS21,18.2.5.7
NE358523POS21,18.2.5.7
IL358725POS21,18.2.5.7
IL358724POS26,18.2.5.7
TX358035POS26,18.2.5.7
TX358035POS1,18.2.5.7
IL358725POS1,18.2.5.7
MN358658POS1,18.2.5.7
NE358523POS26,18.2.5.7
IL358724POS1,18.2.5.7
KY358657POS21,18.2.5.7
MN358658POS26,18.2.5.7
KY358657POS1,18.2.5.7
TX358035POS3,18.2.5.7
TX358524POS2,18.2.5.7
TX358524POS26,18.2.5.7
TX358035POS21,18.2.5.7
MN358658POS21,18.2.5.7
TX358035POS2,18.2.5.7
IL358725POS26,18.2.5.7
IL358572POS21,18.2.5.7
TX358524POS1,18.2.5.7
KY358657POS26,18.2.5.7
TX358524POS21,18.2.5.7
MN358658POS2,18.2.5.7
IL358572POS1,18.2.5.7
IL358519POS1,18.2.5.7
IL358572POS26,18.2.5.7
WI358461POS26,18.2.5.7
KY358134POS1,18.2.5.7
KY358134POS26,18.2.5.7
WI358461POS1,18.2.5.7
WI358461POS21,18.2.5.7
WI358461POS2,18.2.5.7
IL358519POS26,18.2.5.7
TX358751POS1,18.2.5.7
TX358743POS2,18.2.5.7
IA358883POS2,18.2.5.7
IA358883POS1,18.2.5.7
TX358894POS1,18.2.5.7
TX358909POS2,18.2.5.7
IL358733POS21,18.2.5.7
TX358743POS1,18.2.5.7
TX358909POS26,18.2.5.7
KY358771POS1,18.2.5.7
KY358772POS1,18.2.5.7
TX358751POS2,18.2.5.7
AL358890POS21,18.2.5.7
KY358892POS2,18.2.5.7
AL358890POS2,18.2.5.7
KY358892POS1,18.2.5.7
TX358894POS21,18.2.5.7
AL358890POS26,18.2.5.7
IL358733POS26,18.2.5.7
MN358888POS3,18.2.5.7
AL358890POS1,18.2.5.7
MN358888POS2,18.2.5.7
TX358743POS21,18.2.5.7
IL358733POS1,18.2.5.7
TX358790POS2,18.2.5.7
TX358743POS26,18.2.5.7
TX358894POS26,18.2.5.7
TN359021POS2,18.2.5.7
TX358790POS26,18.2.5.7
TX358751POS26,18.2.5.7
MN358888POS26,18.2.5.7
TX358909POS1,18.2.5.7
TX358894POS2,18.2.5.7
TX358790POS1,18.2.5.7
MN358888POS1,18.2.5.7
AL358742POS1,18.2.5.7
TX358909POS21,18.2.5.7
TX358790POS21,18.2.5.7
TX358751POS21,18.2.5.7
AL358742POS2,18.2.5.7
MN358888POS21,18.2.5.7
TN359021POS26,18.2.5.7
TN359021POS1,18.2.5.7
TN359021POS21,18.2.5.7
TX359296POS2,18.2.5.7
KS359025POS1,18.2.5.7
TN359174POS26,18.2.5.7
MN359700POS1,18.2.5.7
TN359214POS21,18.2.5.7
TX359296POS26,18.2.5.7
KS359025POS21,18.2.5.7
TN359174POS1,18.2.5.7
TX359296POS1,18.2.5.7
IL359284POS2,18.2.5.7
KS359025POS2,18.2.5.7
KS359025POS26,18.2.5.7
TN359174POS21,18.2.5.7
MO359024POS26,18.2.5.7
TN359214POS26,18.2.5.7
TN359214POS1,18.2.5.7
TX359123POS1,18.2.5.7
IL359284POS26,18.2.5.7
TX359296POS21,18.2.5.7
WI359371POS2,18.2.5.7
MN359446POS2,18.2.5.7
MN359700POS2,18.2.5.7
MO359024POS1,18.2.5.7
MO359024POS2,18.2.5.7
AL359177POS2,18.2.5.7
AL359177POS1,18.2.5.7
WI359371POS26,18.2.5.7
MN359498POS26,18.2.5.7
WI359371POS1,18.2.5.7
IL359284POS1,18.2.5.7
WI359371POS21,18.2.5.7
MN359700POS21,18.2.5.7
MN359700POS26,18.2.5.7
TX359123POS21,18.2.5.7
IL359162POS1,18.2.5.7
IL359162POS26,18.2.5.7
MN359498POS2,18.2.5.7
AL359177POS21,18.2.5.7
IL359284POS21,18.2.5.7
MN359498POS21,18.2.5.7
MN359498POS1,18.2.5.7
AL359177POS26,18.2.5.7
IL359162POS21,18.2.5.7
MO359024POS21,18.2.5.7
MN359446POS1,18.2.5.7
TX359649POS1,18.2.5.7
TX359123POS26,18.2.5.7
MN359498POS3,18.2.5.7
IL359221POS21,18.2.5.7
IL359221POS1,18.2.5.7
TX359649POS2,18.2.5.7
TN358032POS2,18.2.5.7
KY358134POS21,18.2.5.7
OK359668POS2,18.2.5.7
TN358032POS21,18.2.5.7
IL358732POS21,18.2.5.7
OK359668POS1,18.2.5.7
TN358032POS1,18.2.5.7
IL358732POS26,18.2.5.7
TN358032POS26,18.2.5.7
IL358434POS2,18.2.5.7
IL358434POS1,18.2.5.7
AL358742POS21,18.2.5.7
AL358742POS26,18.2.5.7
IL359221POS26,18.2.5.7
TN358316POS1,18.2.5.7
MN358403POS2,18.2.5.7
TX358229POS1,18.2.5.7
TN358316POS21,18.2.5.7
TN358921POS1,18.2.5.7
WI358872POS26,18.2.5.7
TX358229POS21,18.2.5.7
WI358872POS21,18.2.5.7
WI358872POS2,18.2.5.7
TN358316POS26,18.2.5.7
MN358482POS21,18.2.5.7
WI358872POS1,18.2.5.7
MN358482POS1,18.2.5.7
TX358229POS22,18.2.5.7
TN358921POS2,18.2.5.7
KY359342POS26,18.2.5.7
TX358229POS26,18.2.5.7
MN358482POS26,18.2.5.7
TN362261POS21,18.2.5.7
TN362261POS1,18.2.5.7
TN362261POS26,18.2.5.7
TN362261POS2,18.2.5.7
KY359342POS21,18.2.5.7
KY359342POS1,18.2.5.7
TX358010POS1,18.2.5.7
TX358010POS2,18.2.5.7
IL342769POS2,18.2.5.7
IL342769POS1,18.2.5.7
IL303386POS21,18.2.5.7
IL303386POS26,18.2.5.7
IL303386POS1,18.2.5.7
IL302513POS1,18.2.5.7
IL302513POS2,18.2.5.7
IL302513POS3,18.2.5.7
IL302513POS21,18.2.5.7
IL302513POS26,18.2.5.7
IL303400POS21,18.2.5.7
IL303400POS26,18.2.5.7
IL303400POS1,18.2.5.7
IL339816POS1 (1),18.2.5.7
IL358055POS2,18.2.5.7
IL358055POS3,18.2.5.7
IL358055POS1,18.2.5.7
IL353215POS3,18.2.5.7
IL353215POS2,18.2.5.7
IL353215POS21,18.2.5.7
IL353215POS26,18.2.5.7
IL353215POS1,18.2.5.7
IL353661POS2,18.2.5.7
IL353661POS21,18.2.5.7
IL353661POS26,18.2.5.7
IL353661POS1,18.2.5.7
TN345694POS26,18.2.5.7
TN345694POS1,18.2.5.7
IL354191POS2,18.2.5.7
IL354191POS21,18.2.5.7
IL354191POS26,18.2.5.7
IL354191POS1,18.2.5.7
TN345694POS21,18.2.5.7
